q_num,model,question,curie,prefix,status,claimed_label,real_label,answer_excerpt
2,openai/gpt-oss-120b,Provide 6 Gene Ontology molecular function terms with their GO IDs for SOD1.,GO:0004784,GO,SUPPORTED_NO_LABEL,,,"**Superoxide dismutase 1 (SOD1) – Molecular‑function GO terms**  | # | GO term (Molecular Function) | GO ID | |---|------------------------------|-------| | 1 | superoxide dismutase activity | **GO:0004784** | | 2 | oxidoreductase activity, acting on superoxide radicals as acceptor | **GO:0016675** "
2,openai/gpt-oss-120b,Provide 6 Gene Ontology molecular function terms with their GO IDs for SOD1.,GO:0016675,GO,SUPPORTED_NO_LABEL,,,"**Superoxide dismutase 1 (SOD1) – Molecular‑function GO terms**  | # | GO term (Molecular Function) | GO ID | |---|------------------------------|-------| | 1 | superoxide dismutase activity | **GO:0004784** | | 2 | oxidoreductase activity, acting on superoxide radicals as acceptor | **GO:0016675** "
2,openai/gpt-oss-120b,Provide 6 Gene Ontology molecular function terms with their GO IDs for SOD1.,GO:0005507,GO,SUPPORTED_NO_LABEL,,,"**Superoxide dismutase 1 (SOD1) – Molecular‑function GO terms**  | # | GO term (Molecular Function) | GO ID | |---|------------------------------|-------| | 1 | superoxide dismutase activity | **GO:0004784** | | 2 | oxidoreductase activity, acting on superoxide radicals as acceptor | **GO:0016675** "
2,openai/gpt-oss-120b,Provide 6 Gene Ontology molecular function terms with their GO IDs for SOD1.,GO:0008270,GO,SUPPORTED_NO_LABEL,,,"**Superoxide dismutase 1 (SOD1) – Molecular‑function GO terms**  | # | GO term (Molecular Function) | GO ID | |---|------------------------------|-------| | 1 | superoxide dismutase activity | **GO:0004784** | | 2 | oxidoreductase activity, acting on superoxide radicals as acceptor | **GO:0016675** "
2,openai/gpt-oss-120b,Provide 6 Gene Ontology molecular function terms with their GO IDs for SOD1.,GO:0016209,GO,SUPPORTED_NO_LABEL,,,"**Superoxide dismutase 1 (SOD1) – Molecular‑function GO terms**  | # | GO term (Molecular Function) | GO ID | |---|------------------------------|-------| | 1 | superoxide dismutase activity | **GO:0004784** | | 2 | oxidoreductase activity, acting on superoxide radicals as acceptor | **GO:0016675** "
2,openai/gpt-oss-120b,Provide 6 Gene Ontology molecular function terms with their GO IDs for SOD1.,GO:0046872,GO,SUPPORTED_NO_LABEL,,,"**Superoxide dismutase 1 (SOD1) – Molecular‑function GO terms**  | # | GO term (Molecular Function) | GO ID | |---|------------------------------|-------| | 1 | superoxide dismutase activity | **GO:0004784** | | 2 | oxidoreductase activity, acting on superoxide radicals as acceptor | **GO:0016675** "
2,openai/gpt-oss-120b,Provide 6 Gene Ontology molecular function terms with their GO IDs for SOD1.,P00441,UNIPROT,SUPPORTED_ENTITY_OK,,Superoxide dismutase [Cu-Zn],"**Superoxide dismutase 1 (SOD1) – Molecular‑function GO terms**  | # | GO term (Molecular Function) | GO ID | |---|------------------------------|-------| | 1 | superoxide dismutase activity | **GO:0004784** | | 2 | oxidoreductase activity, acting on superoxide radicals as acceptor | **GO:0016675** "
3,openai/gpt-oss-120b,List 7 GO cellular component terms with IDs associated with the gene SHANK3.,GO:0014069,GO,SUPPORTED_NO_LABEL,,,**SHANK3 – GO Cellular Component (CC) annotations (selected 7 terms)**    | # | GO term (name) | GO ID | |---|----------------|-------| | 1 | Postsynaptic density | **GO:0014069** | | 2 | Synapse | **GO:0045202** | | 3 | Excitatory synapse | **GO:0098794** | | 4 | Dendritic spine | **GO:0043197** | 
3,openai/gpt-oss-120b,List 7 GO cellular component terms with IDs associated with the gene SHANK3.,GO:0045202,GO,SUPPORTED_NO_LABEL,,,**SHANK3 – GO Cellular Component (CC) annotations (selected 7 terms)**    | # | GO term (name) | GO ID | |---|----------------|-------| | 1 | Postsynaptic density | **GO:0014069** | | 2 | Synapse | **GO:0045202** | | 3 | Excitatory synapse | **GO:0098794** | | 4 | Dendritic spine | **GO:0043197** | 
3,openai/gpt-oss-120b,List 7 GO cellular component terms with IDs associated with the gene SHANK3.,GO:0098794,GO,SUPPORTED_NO_LABEL,,,**SHANK3 – GO Cellular Component (CC) annotations (selected 7 terms)**    | # | GO term (name) | GO ID | |---|----------------|-------| | 1 | Postsynaptic density | **GO:0014069** | | 2 | Synapse | **GO:0045202** | | 3 | Excitatory synapse | **GO:0098794** | | 4 | Dendritic spine | **GO:0043197** | 
3,openai/gpt-oss-120b,List 7 GO cellular component terms with IDs associated with the gene SHANK3.,GO:0043197,GO,SUPPORTED_NO_LABEL,,,**SHANK3 – GO Cellular Component (CC) annotations (selected 7 terms)**    | # | GO term (name) | GO ID | |---|----------------|-------| | 1 | Postsynaptic density | **GO:0014069** | | 2 | Synapse | **GO:0045202** | | 3 | Excitatory synapse | **GO:0098794** | | 4 | Dendritic spine | **GO:0043197** | 
3,openai/gpt-oss-120b,List 7 GO cellular component terms with IDs associated with the gene SHANK3.,GO:0030054,GO,SUPPORTED_NO_LABEL,,,**SHANK3 – GO Cellular Component (CC) annotations (selected 7 terms)**    | # | GO term (name) | GO ID | |---|----------------|-------| | 1 | Postsynaptic density | **GO:0014069** | | 2 | Synapse | **GO:0045202** | | 3 | Excitatory synapse | **GO:0098794** | | 4 | Dendritic spine | **GO:0043197** | 
3,openai/gpt-oss-120b,List 7 GO cellular component terms with IDs associated with the gene SHANK3.,GO:0097060,GO,SUPPORTED_NO_LABEL,,,**SHANK3 – GO Cellular Component (CC) annotations (selected 7 terms)**    | # | GO term (name) | GO ID | |---|----------------|-------| | 1 | Postsynaptic density | **GO:0014069** | | 2 | Synapse | **GO:0045202** | | 3 | Excitatory synapse | **GO:0098794** | | 4 | Dendritic spine | **GO:0043197** | 
3,openai/gpt-oss-120b,List 7 GO cellular component terms with IDs associated with the gene SHANK3.,GO:0016324,GO,SUPPORTED_NO_LABEL,,,**SHANK3 – GO Cellular Component (CC) annotations (selected 7 terms)**    | # | GO term (name) | GO ID | |---|----------------|-------| | 1 | Postsynaptic density | **GO:0014069** | | 2 | Synapse | **GO:0045202** | | 3 | Excitatory synapse | **GO:0098794** | | 4 | Dendritic spine | **GO:0043197** | 
3,openai/gpt-oss-120b,List 7 GO cellular component terms with IDs associated with the gene SHANK3.,ENSG00000140988,ENSG,SUPPORTED_ENTITY_MISMATCH,,RPS2,**SHANK3 – GO Cellular Component (CC) annotations (selected 7 terms)**    | # | GO term (name) | GO ID | |---|----------------|-------| | 1 | Postsynaptic density | **GO:0014069** | | 2 | Synapse | **GO:0045202** | | 3 | Excitatory synapse | **GO:0098794** | | 4 | Dendritic spine | **GO:0043197** | 
3,openai/gpt-oss-120b,List 7 GO cellular component terms with IDs associated with the gene SHANK3.,Q9Y613,UNIPROT,SUPPORTED_ENTITY_MISMATCH,,FH1/FH2 domain-containing protein 1,**SHANK3 – GO Cellular Component (CC) annotations (selected 7 terms)**    | # | GO term (name) | GO ID | |---|----------------|-------| | 1 | Postsynaptic density | **GO:0014069** | | 2 | Synapse | **GO:0045202** | | 3 | Excitatory synapse | **GO:0098794** | | 4 | Dendritic spine | **GO:0043197** | 
4,openai/gpt-oss-120b,Give 6 Gene Ontology biological process IDs for the gene CDKL5.,GO:0048666,GO,SUPPORTED_NO_LABEL,,,**CDKL5 (UniProt Q9UQF2) – Representative GO Biological‑Process terms**  | GO ID | GO term (Biological Process) | |-------|------------------------------| | GO:0048666 | positive regulation of neuron projection development | | GO:0007409 | axonogenesis | | GO:1903311 | regulation of neuronal synapti
4,openai/gpt-oss-120b,Give 6 Gene Ontology biological process IDs for the gene CDKL5.,GO:0007409,GO,SUPPORTED_NO_LABEL,,,**CDKL5 (UniProt Q9UQF2) – Representative GO Biological‑Process terms**  | GO ID | GO term (Biological Process) | |-------|------------------------------| | GO:0048666 | positive regulation of neuron projection development | | GO:0007409 | axonogenesis | | GO:1903311 | regulation of neuronal synapti
4,openai/gpt-oss-120b,Give 6 Gene Ontology biological process IDs for the gene CDKL5.,GO:1903311,GO,SUPPORTED_NO_LABEL,,,**CDKL5 (UniProt Q9UQF2) – Representative GO Biological‑Process terms**  | GO ID | GO term (Biological Process) | |-------|------------------------------| | GO:0048666 | positive regulation of neuron projection development | | GO:0007409 | axonogenesis | | GO:1903311 | regulation of neuronal synapti
4,openai/gpt-oss-120b,Give 6 Gene Ontology biological process IDs for the gene CDKL5.,GO:0006357,GO,SUPPORTED_NO_LABEL,,,**CDKL5 (UniProt Q9UQF2) – Representative GO Biological‑Process terms**  | GO ID | GO term (Biological Process) | |-------|------------------------------| | GO:0048666 | positive regulation of neuron projection development | | GO:0007409 | axonogenesis | | GO:1903311 | regulation of neuronal synapti
4,openai/gpt-oss-120b,Give 6 Gene Ontology biological process IDs for the gene CDKL5.,GO:0006974,GO,SUPPORTED_NO_LABEL,,,**CDKL5 (UniProt Q9UQF2) – Representative GO Biological‑Process terms**  | GO ID | GO term (Biological Process) | |-------|------------------------------| | GO:0048666 | positive regulation of neuron projection development | | GO:0007409 | axonogenesis | | GO:1903311 | regulation of neuronal synapti
4,openai/gpt-oss-120b,Give 6 Gene Ontology biological process IDs for the gene CDKL5.,GO:0050808,GO,SUPPORTED_NO_LABEL,,,**CDKL5 (UniProt Q9UQF2) – Representative GO Biological‑Process terms**  | GO ID | GO term (Biological Process) | |-------|------------------------------| | GO:0048666 | positive regulation of neuron projection development | | GO:0007409 | axonogenesis | | GO:1903311 | regulation of neuronal synapti
4,openai/gpt-oss-120b,Give 6 Gene Ontology biological process IDs for the gene CDKL5.,Q9UQF2,UNIPROT,SUPPORTED_ENTITY_MISMATCH,,C-Jun-amino-terminal kinase-interacting protein 1,**CDKL5 (UniProt Q9UQF2) – Representative GO Biological‑Process terms**  | GO ID | GO term (Biological Process) | |-------|------------------------------| | GO:0048666 | positive regulation of neuron projection development | | GO:0007409 | axonogenesis | | GO:1903311 | regulation of neuronal synapti
5,openai/gpt-oss-120b,List 8 GO terms with IDs relevant to the gene ARID1B.,GO:0006338,GO,SUPPORTED_NO_LABEL,,,**Gene Ontology (GO) terms that are commonly associated with the human gene **ARID1B** (UniProt Q9Y5N1):**  | # | GO ID | GO term (aspect) | |---|-------|------------------| | 1 | GO:0006338 | **chromatin remodeling** (biological process) | | 2 | GO:0006335 | **chromatin organization** (biological p
5,openai/gpt-oss-120b,List 8 GO terms with IDs relevant to the gene ARID1B.,GO:0006335,GO,SUPPORTED_NO_LABEL,,,**Gene Ontology (GO) terms that are commonly associated with the human gene **ARID1B** (UniProt Q9Y5N1):**  | # | GO ID | GO term (aspect) | |---|-------|------------------| | 1 | GO:0006338 | **chromatin remodeling** (biological process) | | 2 | GO:0006335 | **chromatin organization** (biological p
5,openai/gpt-oss-120b,List 8 GO terms with IDs relevant to the gene ARID1B.,GO:0045944,GO,SUPPORTED_NO_LABEL,,,**Gene Ontology (GO) terms that are commonly associated with the human gene **ARID1B** (UniProt Q9Y5N1):**  | # | GO ID | GO term (aspect) | |---|-------|------------------| | 1 | GO:0006338 | **chromatin remodeling** (biological process) | | 2 | GO:0006335 | **chromatin organization** (biological p
5,openai/gpt-oss-120b,List 8 GO terms with IDs relevant to the gene ARID1B.,GO:0008285,GO,SUPPORTED_NO_LABEL,,,**Gene Ontology (GO) terms that are commonly associated with the human gene **ARID1B** (UniProt Q9Y5N1):**  | # | GO ID | GO term (aspect) | |---|-------|------------------| | 1 | GO:0006338 | **chromatin remodeling** (biological process) | | 2 | GO:0006335 | **chromatin organization** (biological p
5,openai/gpt-oss-120b,List 8 GO terms with IDs relevant to the gene ARID1B.,GO:0016570,GO,SUPPORTED_NO_LABEL,,,**Gene Ontology (GO) terms that are commonly associated with the human gene **ARID1B** (UniProt Q9Y5N1):**  | # | GO ID | GO term (aspect) | |---|-------|------------------| | 1 | GO:0006338 | **chromatin remodeling** (biological process) | | 2 | GO:0006335 | **chromatin organization** (biological p
5,openai/gpt-oss-120b,List 8 GO terms with IDs relevant to the gene ARID1B.,GO:0003712,GO,SUPPORTED_NO_LABEL,,,**Gene Ontology (GO) terms that are commonly associated with the human gene **ARID1B** (UniProt Q9Y5N1):**  | # | GO ID | GO term (aspect) | |---|-------|------------------| | 1 | GO:0006338 | **chromatin remodeling** (biological process) | | 2 | GO:0006335 | **chromatin organization** (biological p
5,openai/gpt-oss-120b,List 8 GO terms with IDs relevant to the gene ARID1B.,GO:0003677,GO,SUPPORTED_NO_LABEL,,,**Gene Ontology (GO) terms that are commonly associated with the human gene **ARID1B** (UniProt Q9Y5N1):**  | # | GO ID | GO term (aspect) | |---|-------|------------------| | 1 | GO:0006338 | **chromatin remodeling** (biological process) | | 2 | GO:0006335 | **chromatin organization** (biological p
5,openai/gpt-oss-120b,List 8 GO terms with IDs relevant to the gene ARID1B.,GO:0016580,GO,SUPPORTED_NO_LABEL,,,**Gene Ontology (GO) terms that are commonly associated with the human gene **ARID1B** (UniProt Q9Y5N1):**  | # | GO ID | GO term (aspect) | |---|-------|------------------| | 1 | GO:0006338 | **chromatin remodeling** (biological process) | | 2 | GO:0006335 | **chromatin organization** (biological p
5,openai/gpt-oss-120b,List 8 GO terms with IDs relevant to the gene ARID1B.,Q9Y5N1,UNIPROT,SUPPORTED_ENTITY_MISMATCH,,Histamine H3 receptor,**Gene Ontology (GO) terms that are commonly associated with the human gene **ARID1B** (UniProt Q9Y5N1):**  | # | GO ID | GO term (aspect) | |---|-------|------------------| | 1 | GO:0006338 | **chromatin remodeling** (biological process) | | 2 | GO:0006335 | **chromatin organization** (biological p
6,openai/gpt-oss-120b,What is the UniProt accession for the human protein TMEM63C?,Q8N5M6,UNIPROT,SUPPORTED_ENTITY_MISMATCH,,,The UniProt accession for the human protein **TMEM63C** (Transmembrane protein 63 C) is **Q8N5M6**.
7,openai/gpt-oss-120b,What is the Ensembl gene ID for the human gene C1orf112?,ENSG00000137801,ENSG,UNVERIFIED,,,"The human gene **C1orf112** is catalogued in Ensembl with the identifier:  **Ensembl Gene ID:** **ENSG00000137801**  (For reference, the corresponding UniProt protein entry is **Q8N5M4**.)"
7,openai/gpt-oss-120b,What is the Ensembl gene ID for the human gene C1orf112?,Q8N5M4,UNIPROT,SUPPORTED_ENTITY_MISMATCH,,Tetratricopeptide repeat protein 9C,"The human gene **C1orf112** is catalogued in Ensembl with the identifier:  **Ensembl Gene ID:** **ENSG00000137801**  (For reference, the corresponding UniProt protein entry is **Q8N5M4**.)"
8,openai/gpt-oss-120b,What is the UniProt accession for the human protein Contactin-4 (CNTN4)?,Q9UIV1,UNIPROT,SUPPORTED_ENTITY_MISMATCH,,CCR4-NOT transcription complex subunit 7,The UniProt accession for the human **Contactin‑4 (CNTN4)** protein is **Q9UIV1** (UniProtKB/Swiss‑Prot).
9,openai/gpt-oss-120b,What is the Ensembl gene ID for the gene ZC3H14?,ENSG00000105383,ENSG,SUPPORTED_ENTITY_MISMATCH,,CD33,The Ensembl gene ID for the human **ZC3H14** gene is **ENSG00000105383**.    *(Other useful identifiers: UniProt Q9Y2X5; HGNC HGNC:23657; RefSeq NM_014825.)*
9,openai/gpt-oss-120b,What is the Ensembl gene ID for the gene ZC3H14?,Q9Y2X5,UNIPROT,SUPPORTED_ENTITY_MISMATCH,,SH2 domain-containing protein 3C,The Ensembl gene ID for the human **ZC3H14** gene is **ENSG00000105383**.    *(Other useful identifiers: UniProt Q9Y2X5; HGNC HGNC:23657; RefSeq NM_014825.)*
10,openai/gpt-oss-120b,What is the UniProt accession for the human protein POGZ?,GO:0005634,GO,SUPPORTED_LABEL_OK,nucleus,nucleus,"The canonical UniProt accession for the human **POGZ** protein is **Q8IY92** (entry Q8IY92‑1).    * Ensembl gene ID: **ENSG00000137692**   * Example GO annotations: GO:0005634 (nucleus), GO:0003677 (DNA binding)    (These identifiers refer to the same human POGZ protein.)"
10,openai/gpt-oss-120b,What is the UniProt accession for the human protein POGZ?,GO:0003677,GO,SUPPORTED_LABEL_OK,DNA binding,DNA binding,"The canonical UniProt accession for the human **POGZ** protein is **Q8IY92** (entry Q8IY92‑1).    * Ensembl gene ID: **ENSG00000137692**   * Example GO annotations: GO:0005634 (nucleus), GO:0003677 (DNA binding)    (These identifiers refer to the same human POGZ protein.)"
10,openai/gpt-oss-120b,What is the UniProt accession for the human protein POGZ?,ENSG00000137692,ENSG,SUPPORTED_ENTITY_MISMATCH,,DCUN1D5,"The canonical UniProt accession for the human **POGZ** protein is **Q8IY92** (entry Q8IY92‑1).    * Ensembl gene ID: **ENSG00000137692**   * Example GO annotations: GO:0005634 (nucleus), GO:0003677 (DNA binding)    (These identifiers refer to the same human POGZ protein.)"
10,openai/gpt-oss-120b,What is the UniProt accession for the human protein POGZ?,Q8IY92,UNIPROT,SUPPORTED_ENTITY_MISMATCH,,Structure-specific endonuclease subunit SLX4,"The canonical UniProt accession for the human **POGZ** protein is **Q8IY92** (entry Q8IY92‑1).    * Ensembl gene ID: **ENSG00000137692**   * Example GO annotations: GO:0005634 (nucleus), GO:0003677 (DNA binding)    (These identifiers refer to the same human POGZ protein.)"
10,openai/gpt-oss-120b,What is the UniProt accession for the human protein POGZ?,Q8IY92,UNIPROT,SUPPORTED_ENTITY_MISMATCH,,Structure-specific endonuclease subunit SLX4,"The canonical UniProt accession for the human **POGZ** protein is **Q8IY92** (entry Q8IY92‑1).    * Ensembl gene ID: **ENSG00000137692**   * Example GO annotations: GO:0005634 (nucleus), GO:0003677 (DNA binding)    (These identifiers refer to the same human POGZ protein.)"
11,openai/gpt-oss-120b,Give the UniProt accession and Ensembl gene ID for the gene ADNP.,ENSG00000137801,ENSG,UNVERIFIED,,,**Gene:** ADNP (Activity‑dependent neuroprotective protein) – human    - **UniProt accession:** **Q9Y6X5**   - **Ensembl gene ID:** **ENSG00000137801**
11,openai/gpt-oss-120b,Give the UniProt accession and Ensembl gene ID for the gene ADNP.,Q9Y6X5,UNIPROT,SUPPORTED_ENTITY_MISMATCH,,Bis(5'-adenosyl)-triphosphatase ENPP4,**Gene:** ADNP (Activity‑dependent neuroprotective protein) – human    - **UniProt accession:** **Q9Y6X5**   - **Ensembl gene ID:** **ENSG00000137801**
12,openai/gpt-oss-120b,What is the Ensembl gene ID for the human gene KIAA1217?,ENSG00000163220,ENSG,SUPPORTED_ENTITY_MISMATCH,,S100A9,"The human **KIAA1217** gene is recorded in Ensembl as:  - **Ensembl Gene ID:** **ENSG00000163220**  (For reference, the corresponding UniProt protein entry is **Q8N5M4**.)"
12,openai/gpt-oss-120b,What is the Ensembl gene ID for the human gene KIAA1217?,Q8N5M4,UNIPROT,SUPPORTED_ENTITY_MISMATCH,,Tetratricopeptide repeat protein 9C,"The human **KIAA1217** gene is recorded in Ensembl as:  - **Ensembl Gene ID:** **ENSG00000163220**  (For reference, the corresponding UniProt protein entry is **Q8N5M4**.)"
13,openai/gpt-oss-120b,What is the UniProt accession for the human protein DYRK1A?,Q13627,UNIPROT,SUPPORTED_ENTITY_OK,,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,The UniProt accession for the human protein **DYRK1A** is **Q13627** (entry name: **DYRK1A_HUMAN**).
14,openai/gpt-oss-120b,List 5 GO biological process terms with IDs for the gene GRIN2B.,GO:0050808,GO,SUPPORTED_NO_LABEL,,,"**GRIN2B (NMDA‑type glutamate receptor subunit 2B) – selected GO Biological Process annotations**  | # | GO term (Biological Process) | GO ID | |---|------------------------------|-------| | 1 | Synaptic transmission, glutamatergic | **GO:0050808** | | 2 | Long‑term synaptic potentiation | **GO:0060"
14,openai/gpt-oss-120b,List 5 GO biological process terms with IDs for the gene GRIN2B.,GO:0060291,GO,SUPPORTED_NO_LABEL,,,"**GRIN2B (NMDA‑type glutamate receptor subunit 2B) – selected GO Biological Process annotations**  | # | GO term (Biological Process) | GO ID | |---|------------------------------|-------| | 1 | Synaptic transmission, glutamatergic | **GO:0050808** | | 2 | Long‑term synaptic potentiation | **GO:0060"
14,openai/gpt-oss-120b,List 5 GO biological process terms with IDs for the gene GRIN2B.,GO:0048167,GO,SUPPORTED_NO_LABEL,,,"**GRIN2B (NMDA‑type glutamate receptor subunit 2B) – selected GO Biological Process annotations**  | # | GO term (Biological Process) | GO ID | |---|------------------------------|-------| | 1 | Synaptic transmission, glutamatergic | **GO:0050808** | | 2 | Long‑term synaptic potentiation | **GO:0060"
14,openai/gpt-oss-120b,List 5 GO biological process terms with IDs for the gene GRIN2B.,GO:0050807,GO,SUPPORTED_NO_LABEL,,,"**GRIN2B (NMDA‑type glutamate receptor subunit 2B) – selected GO Biological Process annotations**  | # | GO term (Biological Process) | GO ID | |---|------------------------------|-------| | 1 | Synaptic transmission, glutamatergic | **GO:0050808** | | 2 | Long‑term synaptic potentiation | **GO:0060"
14,openai/gpt-oss-120b,List 5 GO biological process terms with IDs for the gene GRIN2B.,GO:0007268,GO,SUPPORTED_NO_LABEL,,,"**GRIN2B (NMDA‑type glutamate receptor subunit 2B) – selected GO Biological Process annotations**  | # | GO term (Biological Process) | GO ID | |---|------------------------------|-------| | 1 | Synaptic transmission, glutamatergic | **GO:0050808** | | 2 | Long‑term synaptic potentiation | **GO:0060"
14,openai/gpt-oss-120b,List 5 GO biological process terms with IDs for the gene GRIN2B.,ENSG00000169944,ENSG,NOT_FOUND,,,"**GRIN2B (NMDA‑type glutamate receptor subunit 2B) – selected GO Biological Process annotations**  | # | GO term (Biological Process) | GO ID | |---|------------------------------|-------| | 1 | Synaptic transmission, glutamatergic | **GO:0050808** | | 2 | Long‑term synaptic potentiation | **GO:0060"
14,openai/gpt-oss-120b,List 5 GO biological process terms with IDs for the gene GRIN2B.,Q12879,UNIPROT,SUPPORTED_ENTITY_MISMATCH,,"Glutamate receptor ionotropic, NMDA 2A","**GRIN2B (NMDA‑type glutamate receptor subunit 2B) – selected GO Biological Process annotations**  | # | GO term (Biological Process) | GO ID | |---|------------------------------|-------| | 1 | Synaptic transmission, glutamatergic | **GO:0050808** | | 2 | Long‑term synaptic potentiation | **GO:0060"
15,openai/gpt-oss-120b,What MONDO ontology ID corresponds to fibrodysplasia ossificans progressiva?,MONDO:0019395,MONDO,SUPPORTED_NO_LABEL,,,The MONDO ontology identifier for **fibrodysplasia ossificans progressiva** is:  **MONDO:0019395**
16,openai/gpt-oss-120b,What MONDO ID corresponds to alkaptonuria?,MONDO:0019395,MONDO,SUPPORTED_NO_LABEL,,,The MONDO identifier for alkaptonuria is **MONDO:0019395**.
17,openai/gpt-oss-120b,What MONDO ID corresponds to Niemann-Pick disease type C?,MONDO:0019395,MONDO,SUPPORTED_NO_LABEL,,,The MONDO identifier for **Niemann‑Pick disease type C** is:  **MONDO:0019395**.
18,openai/gpt-oss-120b,What MONDO ID corresponds to Alexander disease?,MONDO:0004975,MONDO,SUPPORTED_NO_LABEL,,,The MONDO identifier for **Alexander disease** is **MONDO:0004975**.
19,openai/gpt-oss-120b,What MONDO ID corresponds to Menkes disease?,MONDO:0019395,MONDO,SUPPORTED_NO_LABEL,,,The MONDO identifier for Menkes disease is **MONDO:0019395**.
20,openai/gpt-oss-120b,Which Human Phenotype Ontology term and ID describes progressive myoclonic epilepsy?,HP:0010995,HP,SUPPORTED_NO_LABEL,,,**Human Phenotype Ontology (HPO) term:** Progressive myoclonic epilepsy   **HPO identifier:** **HP:0010995**
21,openai/gpt-oss-120b,What HP term and ID corresponds to arachnodactyly?,HP:0001156,HP,SUPPORTED_NO_LABEL,,,**Human Phenotype Ontology (HP) term:** Arachnodactyly   **HP identifier:** **HP:0001156**
